t_global,episode,t,action,belief_toxic,inventory,regime,reward
547,27,7,0,0.0372,1,0,1.95
548,27,8,2,0.029,2,0,-0.4
549,27,9,0,0.0265,1,0,1.95
550,27,10,2,0.0258,2,0,-0.4
551,27,11,0,0.0256,1,0,1.95
552,27,12,2,0.0256,2,0,-0.4
553,27,13,0,0.0256,1,0,1.95
554,27,14,2,0.2575,2,0,-0.4
555,27,15,1,0.5998,1,0,-0.05
556,27,16,1,0.2608,1,0,-0.05
557,27,17,1,0.603,1,1,-0.05
558,27,18,2,0.2626,1,0,-0.35
559,27,19,1,0.1037,0,0,-0.0
560,28,0,1,0.2,0,1,-0.0
561,28,1,1,0.5385,0,1,-0.0
562,28,2,1,0.795,0,1,-0.0
563,28,3,1,0.895,0,1,-0.0
564,28,4,1,0.9235,0,1,-0.0
565,28,5,1,0.9309,0,1,-0.0
566,28,6,1,0.9327,0,1,-0.0
567,28,7,1,0.5137,0,0,-0.0
568,28,8,1,0.2138,0,0,-0.0
569,28,9,0,0.086,0,0,2.0
570,28,10,2,0.0436,1,0,-0.35
571,28,11,0,0.0308,0,0,2.0
572,28,12,2,0.0271,1,0,-0.35
573,28,13,0,0.026,0,0,2.0
574,28,14,2,0.0257,1,0,-0.35
575,28,15,0,0.0256,0,0,2.0
576,28,16,2,0.0256,1,0,-0.35
577,28,17,0,0.0256,0,0,2.0
578,28,18,2,0.0256,1,0,-0.35
579,28,19,1,0.0256,0,1,-0.0
580,29,0,1,0.2,0,0,-0.0
581,29,1,0,0.0811,0,0,2.0
582,29,2,2,0.0421,1,0,-0.35
583,29,3,0,0.0304,0,0,2.0
584,29,4,0,0.027,1,0,1.95
585,29,5,2,0.2606,2,0,-0.4
586,29,6,2,0.103,1,0,-0.35
587,29,7,0,0.0489,0,0,2.0
588,29,8,2,0.0324,1,0,-0.35
589,29,9,0,0.0276,0,0,2.0
590,29,10,0,0.0261,1,0,1.95
591,29,11,2,0.0257,2,0,-0.4
592,29,12,2,0.0256,1,0,-0.35
593,29,13,1,0.2576,0,1,-0.0
594,29,14,1,0.5999,0,1,-0.0
595,29,15,1,0.2608,0,0,-0.0
596,29,16,0,0.1031,0,0,2.0
597,29,17,2,0.049,1,0,-0.35
598,29,18,0,0.0324,0,0,2.0
599,29,19,2,0.0276,1,0,-0.35
600,30,0,1,0.2,0,0,-0.0
601,30,1,0,0.0811,0,0,2.0
602,30,2,2,0.0421,1,0,-0.35
603,30,3,0,0.0304,0,0,2.0
604,30,4,0,0.027,1,0,1.95
605,30,5,2,0.2606,2,1,-1.6
606,30,6,1,0.6029,1,1,-0.05
607,30,7,1,0.8248,1,1,-0.05
608,30,8,1,0.904,1,1,-0.05
609,30,9,1,0.9259,1,0,-0.05
610,30,10,1,0.9315,1,1,-0.05
611,30,11,1,0.5124,1,1,-0.05
612,30,12,1,0.7818,1,1,-0.05
613,30,13,2,0.3818,1,1,-1.55
614,30,14,0,0.1517,0,1,-4.0
615,30,15,2,0.0647,1,0,-0.35
616,30,16,0,0.0371,0,0,2.0
617,30,17,0,0.0289,1,0,1.95
618,30,18,2,0.0265,2,0,-0.4
619,30,19,2,0.0258,1,0,-0.35
620,31,0,1,0.2,0,1,-0.0
621,31,1,1,0.5385,0,1,-0.0
622,31,2,1,0.795,0,1,-0.0
623,31,3,1,0.895,0,1,-0.0
624,31,4,1,0.9235,0,1,-0.0
625,31,5,1,0.5046,0,1,-0.0
626,31,6,1,0.2092,0,1,-0.0
627,31,7,1,0.549,0,1,-0.0
628,31,8,1,0.2324,0,1,-0.0
629,31,9,1,0.5744,0,1,-0.0
630,31,10,1,0.8121,0,1,-0.0
631,31,11,1,0.4056,0,1,-0.0
632,31,12,1,0.719,0,1,-0.0
633,31,13,1,0.3362,0,1,-0.0
634,31,14,0,0.1325,0,0,2.0
635,31,15,2,0.0584,1,0,-0.35
636,31,16,0,0.0352,0,0,2.0
637,31,17,2,0.2786,1,0,-0.35
638,31,18,0,0.1098,0,0,2.0
639,31,19,2,0.4158,1,1,-1.55
640,32,0,1,0.2,0,0,-0.0
641,32,1,0,0.0811,0,0,2.0
642,32,2,2,0.0421,1,0,-0.35
643,32,3,0,0.0304,0,0,2.0
644,32,4,2,0.2682,1,0,-0.35
645,32,5,1,0.6101,0,0,-0.0
646,32,6,1,0.8279,0,0,-0.0
647,32,7,1,0.4185,0,0,-0.0
648,32,8,1,0.7275,0,1,-0.0
649,32,9,1,0.342,0,0,-0.0
650,32,10,1,0.6735,0,1,-0.0
651,32,11,1,0.8534,0,1,-0.0
652,32,12,1,0.44,0,1,-0.0
653,32,13,1,0.741,0,1,-0.0
654,32,14,1,0.8776,0,1,-0.0
655,32,15,1,0.9189,0,1,-0.0
656,32,16,1,0.9297,0,1,-0.0
657,32,17,1,0.5107,0,1,-0.0
658,32,18,1,0.7809,0,1,-0.0
659,32,19,1,0.8906,0,1,-0.0
660,33,0,1,0.2,0,0,-0.0
661,33,1,1,0.5385,0,0,-0.0
662,33,2,1,0.2268,0,0,-0.0
663,33,3,0,0.0906,0,0,2.0
664,33,4,2,0.0451,1,0,-0.35
665,33,5,1,0.2991,0,0,-0.0
666,33,6,0,0.1177,0,0,2.0
667,33,7,2,0.0536,1,0,-0.35
668,33,8,0,0.0338,0,1,-4.0
669,33,9,0,0.028,1,1,-4.05
670,33,10,2,0.0263,2,1,-1.6
671,33,11,2,0.259,1,1,-1.55
672,33,12,0,0.1024,0,0,2.0
673,33,13,2,0.4039,1,0,-0.35
674,33,14,0,0.1614,0,0,2.0
675,33,15,2,0.0679,1,0,-0.35
676,33,16,0,0.0381,0,0,2.0
677,33,17,0,0.0292,1,0,1.95
678,33,18,2,0.0266,2,0,-0.4
679,33,19,2,0.0259,1,0,-0.35
680,34,0,1,0.2,0,0,-0.0
681,34,1,1,0.5385,0,0,-0.0
682,34,2,1,0.2268,0,0,-0.0
683,34,3,0,0.0906,0,0,2.0
684,34,4,2,0.0451,1,0,-0.35
685,34,5,0,0.0313,0,0,2.0
686,34,6,0,0.0272,1,0,1.95
687,34,7,2,0.2612,2,0,-0.4
688,34,8,2,0.1032,1,0,-0.35
689,34,9,0,0.049,0,0,2.0
690,34,10,2,0.0324,1,0,-0.35
691,34,11,0,0.0276,0,0,2.0
692,34,12,2,0.0261,1,0,-0.35
693,34,13,0,0.0257,0,0,2.0
694,34,14,2,0.0256,1,0,-0.35
695,34,15,0,0.0256,0,0,2.0
696,34,16,2,0.0256,1,0,-0.35
697,34,17,0,0.0256,0,0,2.0
698,34,18,2,0.0256,1,0,-0.35
699,34,19,1,0.0256,0,1,-0.0
700,35,0,1,0.2,0,0,-0.0
701,35,1,1,0.5385,0,0,-0.0
702,35,2,1,0.2268,0,0,-0.0
703,35,3,1,0.5684,0,0,-0.0
704,35,4,1,0.243,0,0,-0.0
705,35,5,1,0.5853,0,0,-0.0
706,35,6,1,0.817,0,1,-0.0
707,35,7,1,0.9017,0,1,-0.0
708,35,8,1,0.9253,0,1,-0.0
709,35,9,1,0.9313,0,1,-0.0
710,35,10,1,0.5123,0,0,-0.0
711,35,11,1,0.2131,0,0,-0.0
712,35,12,0,0.0857,0,0,2.0
713,35,13,2,0.3758,1,1,-1.55
714,35,14,1,0.6986,0,0,-0.0
715,35,15,1,0.3222,0,0,-0.0
716,35,16,0,0.1269,0,0,2.0
717,35,17,2,0.0566,1,0,-0.35
718,35,18,0,0.0347,0,0,2.0
719,35,19,2,0.0282,1,0,-0.35
720,36,0,1,0.2,0,0,-0.0
721,36,1,0,0.0811,0,0,2.0
722,36,2,2,0.0421,1,0,-0.35
723,36,3,0,0.0304,0,0,2.0
724,36,4,0,0.027,1,0,1.95
725,36,5,2,0.026,2,0,-0.4
726,36,6,0,0.0257,1,0,1.95
727,36,7,2,0.0256,2,0,-0.4
728,36,8,0,0.0256,1,0,1.95
729,36,9,2,0.0256,2,0,-0.4
730,36,10,0,0.0256,1,0,1.95
731,36,11,2,0.0256,2,0,-0.4
732,36,12,2,0.2575,1,0,-0.35
733,36,13,1,0.5998,0,0,-0.0
734,36,14,1,0.8235,0,0,-0.0
735,36,15,1,0.4148,0,0,-0.0
736,36,16,0,0.1663,0,0,2.0
737,36,17,2,0.0695,1,0,-0.35
738,36,18,0,0.0386,0,0,2.0
739,36,19,2,0.0294,1,0,-0.35
740,37,0,1,0.2,0,0,-0.0
741,37,1,0,0.0811,0,0,2.0
742,37,2,2,0.0421,1,0,-0.35
743,37,3,0,0.0304,0,0,2.0
744,37,4,0,0.027,1,0,1.95
745,37,5,2,0.2606,2,1,-1.6
746,37,6,1,0.6029,1,1,-0.05
747,37,7,1,0.8248,1,1,-0.05
748,37,8,1,0.904,1,1,-0.05
749,37,9,1,0.4857,1,1,-0.05
750,37,10,2,0.1998,1,1,-1.55
751,37,11,0,0.081,0,1,-4.0
752,37,12,1,0.3676,1,1,-0.05
753,37,13,1,0.6927,1,0,-0.05
754,37,14,1,0.3183,1,0,-0.05
755,37,15,2,0.1253,1,0,-0.35
756,37,16,0,0.056,0,0,2.0
757,37,17,0,0.0345,1,0,1.95
758,37,18,2,0.0282,2,0,-0.4
759,37,19,2,0.2633,1,0,-0.35
760,38,0,1,0.2,0,0,-0.0
761,38,1,0,0.0811,0,0,2.0
762,38,2,1,0.3677,1,0,-0.05
763,38,3,2,0.1457,1,0,-0.35
764,38,4,0,0.0627,0,0,2.0
765,38,5,0,0.0365,1,0,1.95
766,38,6,2,0.0288,2,0,-0.4
767,38,7,0,0.0265,1,0,1.95
768,38,8,2,0.0258,2,0,-0.4
769,38,9,0,0.0256,1,0,1.95
770,38,10,2,0.0256,2,0,-0.4
771,38,11,2,0.2575,1,0,-0.35
772,38,12,0,0.1018,0,0,2.0
773,38,13,2,0.0486,1,0,-0.35
774,38,14,0,0.0323,0,0,2.0
775,38,15,2,0.2723,1,0,-0.35
776,38,16,0,0.1074,0,0,2.0
777,38,17,2,0.0503,1,0,-0.35
778,38,18,0,0.0328,0,0,2.0
779,38,19,2,0.0277,1,0,-0.35
780,39,0,1,0.2,0,1,-0.0
781,39,1,0,0.0811,0,1,-4.0
782,39,2,1,0.3677,1,1,-0.05
783,39,3,1,0.6928,1,1,-0.05
784,39,4,1,0.8606,1,1,-0.05
785,39,5,1,0.4463,1,1,-0.05
786,39,6,2,0.1808,1,0,-0.35
787,39,7,0,0.0744,0,0,2.0
788,39,8,1,0.3558,1,0,-0.05
789,39,9,1,0.684,1,1,-0.05
790,39,10,1,0.3126,1,0,-0.05
791,39,11,1,0.6497,1,0,-0.05
792,39,12,1,0.2907,1,0,-0.05
793,39,13,2,0.1144,1,0,-0.35
794,39,14,1,0.4231,0,0,-0.0
795,39,15,1,0.1701,0,0,-0.0
796,39,16,1,0.5019,0,0,-0.0
797,39,17,1,0.2078,0,0,-0.0
798,39,18,1,0.5475,0,0,-0.0
799,39,19,1,0.2316,0,0,-0.0
800,40,0,1,0.2,0,0,-0.0
801,40,1,0,0.0811,0,0,2.0
802,40,2,1,0.3677,1,0,-0.05
803,40,3,2,0.1457,1,0,-0.35
804,40,4,0,0.0627,0,0,2.0
805,40,5,0,0.0365,1,0,1.95
806,40,6,2,0.0288,2,0,-0.4
807,40,7,0,0.0265,1,0,1.95
808,40,8,2,0.0258,2,0,-0.4
809,40,9,0,0.0256,1,0,1.95
810,40,10,2,0.0256,2,0,-0.4
811,40,11,2,0.2575,1,0,-0.35
812,40,12,0,0.1018,0,0,2.0
813,40,13,2,0.0486,1,1,-1.55
814,40,14,0,0.0323,0,1,-4.0
815,40,15,0,0.0275,1,0,1.95
816,40,16,2,0.0261,2,0,-0.4
817,40,17,0,0.0257,1,0,1.95
818,40,18,2,0.2578,2,0,-0.4
819,40,19,2,0.6002,1,0,-0.35
820,41,0,1,0.2,0,0,-0.0
821,41,1,1,0.5385,0,0,-0.0
822,41,2,1,0.2268,0,0,-0.0
823,41,3,0,0.0906,0,0,2.0
824,41,4,2,0.0451,1,0,-0.35
825,41,5,0,0.0313,0,0,2.0
826,41,6,0,0.0272,1,0,1.95
827,41,7,2,0.026,2,0,-0.4
828,41,8,0,0.0257,1,0,1.95
829,41,9,2,0.0256,2,0,-0.4
830,41,10,0,0.0256,1,0,1.95
831,41,11,2,0.0256,2,0,-0.4
832,41,12,2,0.0256,1,0,-0.35
833,41,13,1,0.2575,0,1,-0.0
834,41,14,0,0.1018,0,1,-4.0
835,41,15,2,0.0486,1,1,-1.55
836,41,16,1,0.3063,0,1,-0.0
837,41,17,1,0.1205,0,1,-0.0
838,41,18,1,0.4325,0,1,-0.0
839,41,19,1,0.1744,0,1,-0.0
840,42,0,1,0.2,0,0,-0.0
841,42,1,0,0.0811,0,0,2.0
842,42,2,1,0.3677,1,0,-0.05
843,42,3,2,0.1457,1,0,-0.35
844,42,4,0,0.0627,0,0,2.0
845,42,5,0,0.0365,1,0,1.95
846,42,6,2,0.0288,2,0,-0.4
847,42,7,0,0.0265,1,0,1.95
848,42,8,2,0.0258,2,0,-0.4
849,42,9,0,0.0256,1,0,1.95
850,42,10,2,0.0256,2,0,-0.4
851,42,11,0,0.0256,1,0,1.95
852,42,12,2,0.0256,2,0,-0.4
853,42,13,0,0.0256,1,0,1.95
854,42,14,2,0.0256,2,0,-0.4
855,42,15,0,0.0256,1,0,1.95
856,42,16,2,0.0256,2,0,-0.4
857,42,17,0,0.0256,1,0,1.95
858,42,18,2,0.0256,2,0,-0.4
859,42,19,2,0.0256,1,0,-0.35
860,43,0,1,0.2,0,0,-0.0
861,43,1,0,0.0811,0,0,2.0
862,43,2,2,0.0421,1,0,-0.35
863,43,3,0,0.0304,0,0,2.0
864,43,4,0,0.027,1,0,1.95
865,43,5,2,0.2606,2,1,-1.6
866,43,6,2,0.103,1,0,-0.35
867,43,7,0,0.0489,0,1,-4.0
868,43,8,2,0.0324,1,1,-1.55
869,43,9,0,0.0276,0,0,2.0
870,43,10,0,0.0261,1,0,1.95
871,43,11,2,0.0257,2,0,-0.4
872,43,12,2,0.0256,1,0,-0.35
873,43,13,0,0.0256,0,0,2.0
874,43,14,2,0.0256,1,0,-0.35
875,43,15,0,0.0256,0,0,2.0
876,43,16,1,0.2575,1,0,-0.05
877,43,17,2,0.1018,1,0,-0.35
878,43,18,0,0.0486,0,0,2.0
879,43,19,2,0.0323,1,0,-0.35
880,44,0,1,0.2,0,0,-0.0
881,44,1,1,0.5385,0,0,-0.0
882,44,2,1,0.795,0,0,-0.0
883,44,3,1,0.392,0,0,-0.0
884,44,4,0,0.1562,0,0,2.0
885,44,5,1,0.4836,1,1,-0.05
886,44,6,1,0.7663,1,1,-0.05
887,44,7,1,0.886,1,1,-0.05
888,44,8,1,0.9211,1,1,-0.05
889,44,9,1,0.5022,1,1,-0.05
890,44,10,1,0.7764,1,1,-0.05
891,44,11,1,0.8892,1,1,-0.05
892,44,12,1,0.472,1,1,-0.05
893,44,13,1,0.7598,1,1,-0.05
894,44,14,1,0.8838,1,1,-0.05
895,44,15,1,0.9206,1,1,-0.05
896,44,16,1,0.9301,1,1,-0.05
897,44,17,1,0.9325,1,1,-0.05
898,44,18,1,0.5135,1,1,-0.05
899,44,19,2,0.7824,1,0,-0.35
900,45,0,1,0.2,0,0,-0.0
901,45,1,0,0.0811,0,0,2.0
902,45,2,2,0.0421,1,0,-0.35
903,45,3,0,0.0304,0,0,2.0
904,45,4,0,0.027,1,0,1.95
905,45,5,2,0.026,2,0,-0.4
906,45,6,0,0.0257,1,0,1.95
907,45,7,2,0.0256,2,0,-0.4
908,45,8,0,0.0256,1,0,1.95
909,45,9,2,0.0256,2,0,-0.4
910,45,10,0,0.0256,1,0,1.95
911,45,11,2,0.0256,2,0,-0.4
912,45,12,2,0.0256,1,0,-0.35
913,45,13,1,0.2575,0,0,-0.0
914,45,14,0,0.1018,0,0,2.0
915,45,15,2,0.0486,1,0,-0.35
916,45,16,1,0.3063,0,0,-0.0
917,45,17,1,0.1205,0,0,-0.0
918,45,18,0,0.0545,0,0,2.0
919,45,19,2,0.0341,1,0,-0.35
920,46,0,1,0.2,0,0,-0.0
921,46,1,0,0.0811,0,0,2.0
922,46,2,2,0.0421,1,0,-0.35
923,46,3,0,0.0304,0,0,2.0
924,46,4,0,0.027,1,0,1.95
925,46,5,2,0.2606,2,1,-1.6
926,46,6,1,0.6029,1,1,-0.05
927,46,7,1,0.8248,1,1,-0.05
928,46,8,1,0.904,1,1,-0.05
929,46,9,1,0.4857,1,1,-0.05
930,46,10,2,0.1998,1,1,-1.55
931,46,11,0,0.081,0,1,-4.0
932,46,12,1,0.3676,1,1,-0.05
933,46,13,2,0.1456,1,0,-0.35
934,46,14,0,0.0627,0,0,2.0
935,46,15,2,0.3339,1,1,-1.55
936,46,16,1,0.6671,0,1,-0.0
937,46,17,1,0.851,0,0,-0.0
938,46,18,1,0.4379,0,0,-0.0
939,46,19,1,0.1769,0,0,-0.0
940,47,0,1,0.2,0,1,-0.0
941,47,1,0,0.0811,0,0,2.0
942,47,2,2,0.0421,1,0,-0.35
943,47,3,0,0.0304,0,0,2.0
944,47,4,2,0.2682,1,0,-0.35
945,47,5,0,0.1058,0,0,2.0
946,47,6,2,0.0498,1,0,-0.35
947,47,7,1,0.3088,0,0,-0.0
948,47,8,0,0.1215,0,0,2.0
949,47,9,1,0.4341,1,0,-0.05
950,47,10,2,0.1751,1,0,-0.35
951,47,11,0,0.0725,0,0,2.0
952,47,12,2,0.0395,1,0,-0.35
953,47,13,0,0.0296,0,0,2.0
954,47,14,2,0.0267,1,0,-0.35
955,47,15,0,0.0259,0,0,2.0
956,47,16,2,0.0257,1,0,-0.35
957,47,17,0,0.0256,0,0,2.0
958,47,18,2,0.0256,1,0,-0.35
959,47,19,1,0.0256,0,0,-0.0
960,48,0,1,0.2,0,1,-0.0
961,48,1,0,0.0811,0,1,-4.0
962,48,2,1,0.3677,1,1,-0.05
963,48,3,2,0.1457,1,1,-1.55
964,48,4,0,0.0627,0,1,-4.0
965,48,5,2,0.3339,1,1,-1.55
966,48,6,1,0.6671,0,1,-0.0
967,48,7,1,0.851,0,1,-0.0
968,48,8,1,0.9115,0,1,-0.0
969,48,9,1,0.9278,0,1,-0.0
970,48,10,1,0.932,0,1,-0.0
971,48,11,1,0.5129,0,1,-0.0
972,48,12,0,0.2135,0,1,-4.0
973,48,13,1,0.5538,1,1,-0.05
974,48,14,2,0.235,1,1,-1.55
975,48,15,1,0.5771,0,1,-0.0
976,48,16,1,0.2478,0,1,-0.0
977,48,17,1,0.0982,0,1,-0.0
978,48,18,1,0.3971,0,1,-0.0
979,48,19,1,0.1584,0,1,-0.0
980,49,0,1,0.2,0,0,-0.0
981,49,1,1,0.5385,0,0,-0.0
982,49,2,1,0.2268,0,0,-0.0
983,49,3,0,0.0906,0,0,2.0
984,49,4,2,0.0451,1,0,-0.35
985,49,5,0,0.0313,0,0,2.0
986,49,6,0,0.0272,1,0,1.95
987,49,7,2,0.026,2,0,-0.4
988,49,8,0,0.0257,1,0,1.95
989,49,9,2,0.0256,2,0,-0.4
990,49,10,0,0.0256,1,0,1.95
991,49,11,2,0.2575,2,0,-0.4
992,49,12,2,0.1018,1,0,-0.35
993,49,13,0,0.0486,0,0,2.0
994,49,14,2,0.0323,1,0,-0.35
995,49,15,0,0.0275,0,0,2.0
996,49,16,2,0.0261,1,0,-0.35
997,49,17,0,0.0257,0,0,2.0
998,49,18,2,0.2578,1,0,-0.35
999,49,19,1,0.102,0,0,-0.0
1000,50,0,1,0.2,0,1,-0.0
1001,50,1,0,0.0811,0,1,-4.0
1002,50,2,2,0.0421,1,0,-0.35
1003,50,3,1,0.2931,0,0,-0.0
1004,50,4,0,0.1154,0,0,2.0
1005,50,5,2,0.0529,1,0,-0.35
1006,50,6,0,0.0336,0,0,2.0
1007,50,7,0,0.0279,1,0,1.95
1008,50,8,2,0.0262,2,0,-0.4
1009,50,9,0,0.0258,1,0,1.95
1010,50,10,2,0.0256,2,0,-0.4
1011,50,11,0,0.0256,1,0,1.95
1012,50,12,2,0.0256,2,0,-0.4
1013,50,13,2,0.2575,1,0,-0.35
1014,50,14,0,0.1018,0,0,2.0
1015,50,15,2,0.0486,1,0,-0.35
1016,50,16,1,0.3063,0,0,-0.0
1017,50,17,1,0.6444,0,0,-0.0
1018,50,18,1,0.2874,0,0,-0.0
1019,50,19,1,0.1132,0,0,-0.0
1020,51,0,1,0.2,0,1,-0.0
1021,51,1,0,0.0811,0,1,-4.0
1022,51,2,1,0.3677,1,1,-0.05
1023,51,3,1,0.6928,1,1,-0.05
1024,51,4,1,0.8606,1,1,-0.05
1025,51,5,1,0.9142,1,1,-0.05
1026,51,6,1,0.9285,1,0,-0.05
1027,51,7,1,0.9321,1,1,-0.05
1028,51,8,1,0.933,1,1,-0.05
1029,51,9,1,0.514,1,1,-0.05
1030,51,10,2,0.214,1,0,-0.35
1031,51,11,0,0.086,0,0,2.0
1032,51,12,2,0.0436,1,0,-0.35
1033,51,13,0,0.0309,0,0,2.0
1034,51,14,2,0.0271,1,0,-0.35
1035,51,15,0,0.026,0,0,2.0
1036,51,16,2,0.0257,1,0,-0.35
1037,51,17,0,0.0256,0,0,2.0
1038,51,18,2,0.0256,1,0,-0.35
1039,51,19,1,0.0256,0,0,-0.0
1040,52,0,1,0.2,0,0,-0.0
1041,52,1,0,0.0811,0,0,2.0
1042,52,2,2,0.0421,1,0,-0.35
1043,52,3,0,0.0304,0,0,2.0
1044,52,4,0,0.027,1,0,1.95
1045,52,5,2,0.026,2,0,-0.4
1046,52,6,0,0.0257,1,0,1.95
1047,52,7,2,0.2577,2,1,-1.6
1048,52,8,2,0.1019,1,0,-0.35
1049,52,9,0,0.0486,0,0,2.0
1050,52,10,1,0.3063,1,0,-0.05
1051,52,11,2,0.1206,1,0,-0.35
1052,52,12,0,0.0545,0,0,2.0
1053,52,13,0,0.0341,1,0,1.95
1054,52,14,2,0.028,2,0,-0.4
1055,52,15,0,0.0263,1,0,1.95
1056,52,16,2,0.2591,2,0,-0.4
1057,52,17,1,0.6014,1,1,-0.05
1058,52,18,1,0.8241,1,1,-0.05
1059,52,19,2,0.9038,1,1,-1.55
1060,53,0,1,0.2,0,0,-0.0
1061,53,1,0,0.0811,0,0,2.0
1062,53,2,2,0.0421,1,0,-0.35
1063,53,3,0,0.0304,0,0,2.0
1064,53,4,0,0.027,1,1,-4.05
1065,53,5,2,0.026,2,1,-1.6
1066,53,6,0,0.0257,1,1,-4.05
1067,53,7,2,0.2577,2,1,-1.6
1068,53,8,1,0.6001,1,1,-0.05
1069,53,9,1,0.8236,1,1,-0.05
1070,53,10,1,0.4149,1,0,-0.05
1071,53,11,2,0.1663,1,0,-0.35
1072,53,12,0,0.0695,0,0,2.0
1073,53,13,0,0.0386,1,0,1.95
1074,53,14,2,0.0294,2,0,-0.4
1075,53,15,0,0.0267,1,0,1.95
1076,53,16,2,0.0259,2,0,-0.4
1077,53,17,0,0.0256,1,0,1.95
1078,53,18,2,0.0256,2,1,-1.6
1079,53,19,2,0.0256,1,1,-1.55
